,city,state,20th,40th,Median,60th,80th,95th,murders,murdersper100k,rapes,rapesper100k,robberies,robberiesper100k,assaults,assaultsper100k,burglaries,burglariesper100k,thefts,theftsper100k,autothefts,autotheftsper100k,arson,arsonper100k,crime index,income inequality
296,Coralville,Iowa,23842,49255,60115,75872,124810,232971,0.0,0.0,14.0,67.8,18.0,87.2,15.0,72.6,118.0,571.4,621.0,3007.0,14.0,67.8,0.0,0.0,260.6,209129
297,Creston,Iowa,20405,32095,43137,49896,78179,127967,0.0,0.0,0.0,0.0,0.0,0.0,13.0,166.0,24.0,306.6,134.0,1711.6,7.0,89.4,3.0,38.3,130.3,107562
298,Davenport,Iowa,20186,37902,48191,59130,92140,151825,13.0,12.6,90.0,87.3,203.0,197.0,444.0,430.8,1108.0,1075.1,3586.0,3479.4,555.0,538.5,23.0,22.3,497.9,131639
299,Decorah,Iowa,21258,40772,52912,64731,96147,150145,0.0,0.0,0.0,0.0,0.0,0.0,4.0,50.7,6.0,76.1,71.0,900.7,7.0,88.8,2.0,25.4,58.6,128887
300,Denison,Iowa,17264,38114,47465,57288,93064,163037,0.0,0.0,3.0,36.1,0.0,0.0,12.0,144.5,14.0,168.6,47.0,566.0,4.0,48.2,0.0,0.0,96.1,145773
301,Dubuque,Iowa,20885,37451,48021,58073,87630,136675,2.0,3.4,40.0,68.2,16.0,27.3,108.0,184.1,333.0,567.5,1210.0,2062.2,63.0,107.4,15.0,25.6,237.2,115790
302,Fairfield,Iowa,14903,28338,38906,50365,83000,124429,0.0,0.0,5.0,48.4,0.0,0.0,11.0,106.4,111.0,1073.8,211.0,2041.2,16.0,154.8,2.0,19.3,229.2,109526
303,Grinnell,Iowa,21004,37156,45948,56825,86386,159630,0.0,0.0,7.0,76.6,2.0,21.9,66.0,722.0,55.0,601.7,162.0,1772.2,12.0,131.3,3.0,32.8,335.7,138626
304,Indianola,Iowa,24733,42769,51414,64836,96574,158233,2.0,12.5,13.0,81.5,0.0,0.0,75.0,470.1,70.0,438.8,263.0,1648.6,26.0,163.0,3.0,18.8,294.0,133500
305,Johnston,Iowa,46164,81040,95565,114995,168382,250001,1.0,4.6,4.0,18.3,7.0,32.1,20.0,91.7,32.0,146.7,199.0,912.2,11.0,50.4,0.0,0.0,102.6,203837
306,Keokuk,Iowa,14686,27197,34847,43288,70115,118028,1.0,9.6,5.0,48.2,3.0,28.9,81.0,780.6,202.0,1946.8,400.0,3855.1,54.0,520.4,2.0,19.3,554.7,103342
307,Marion,Iowa,28698,53011,67308,81659,111960,181785,1.0,2.6,11.0,28.2,13.0,33.3,43.0,110.1,141.0,361.1,446.0,1142.1,36.0,92.2,10.0,25.6,138.0,153087
308,Marshalltown,Iowa,23384,40854,50934,59236,85498,145180,1.0,3.6,15.0,54.3,14.0,50.7,133.0,481.4,181.0,655.1,572.0,2070.4,60.0,217.2,15.0,54.3,308.2,121796
309,Muscatine,Iowa,21582,40911,50059,61822,91243,146417,0.0,0.0,18.0,75.2,6.0,25.1,170.0,710.1,84.0,350.9,358.0,1495.4,37.0,154.6,13.0,54.3,306.4,124835
310,Newton,Iowa,20812,37398,47377,57512,88019,128625,0.0,0.0,9.0,60.0,2.0,13.3,60.0,400.0,146.0,973.4,335.0,2233.5,18.0,120.0,0.0,0.0,299.1,107813
311,Norwalk,Iowa,41387,67611,80675,94668,125170,192450,0.0,0.0,1.0,9.2,1.0,9.2,7.0,64.4,13.0,119.6,69.0,634.5,8.0,73.6,0.0,0.0,62.6,151063
312,Oskaloosa,Iowa,15773,32096,40837,51409,79783,118703,0.0,0.0,4.0,34.7,3.0,26.0,39.0,338.4,58.0,503.3,175.0,1518.4,9.0,78.1,2.0,17.4,205.5,102930
313,Ottumwa,Iowa,16203,30333,38090,47496,76340,119187,0.0,0.0,23.0,94.3,13.0,53.3,107.0,438.6,287.0,1176.4,918.0,3762.8,89.0,364.8,22.0,90.2,441.2,102984
314,Pella,Iowa,27713,49298,60568,71114,98473,138360,0.0,0.0,5.0,48.8,0.0,0.0,14.0,136.7,26.0,253.9,96.0,937.5,13.0,127.0,0.0,0.0,131.8,110647
315,Perry,Iowa,21384,34576,42177,51459,79012,115125,0.0,0.0,1.0,12.8,1.0,12.8,14.0,178.9,105.0,1342.0,131.0,1674.3,11.0,140.6,1.0,12.8,222.0,93741
316,Spencer,Iowa,17495,35429,45559,57967,93671,137713,0.0,0.0,14.0,125.8,0.0,0.0,1.0,9.0,42.0,377.5,175.0,1573.0,13.0,116.9,2.0,18.0,201.2,120218
317,Urbandale,Iowa,38329,65843,81862,97896,148671,250001,0.0,0.0,10.0,22.9,8.0,18.3,97.0,222.3,139.0,318.5,352.0,806.7,47.0,107.7,5.0,11.5,131.5,211672
318,Waterloo,Iowa,18782,34638,44146,54061,81235,137616,5.0,7.4,34.0,50.1,53.0,78.1,249.0,367.0,532.0,784.0,1253.0,1846.6,142.0,209.3,19.0,28.0,297.1,118834
319,Waukee,Iowa,39170,65037,81250,101263,142372,250001,0.0,0.0,2.0,11.1,0.0,0.0,12.0,66.8,29.0,161.5,113.0,629.5,5.0,27.9,0.0,0.0,61.0,210831
320,Waverly,Iowa,25855,50379,61007,77792,114342,174766,0.0,0.0,4.0,39.6,1.0,9.9,109.0,1078.8,25.0,247.4,91.0,900.6,2.0,19.8,0.0,0.0,305.3,148911
321,Abilene,Kansas,16644,36737,46598,56493,86967,156724,0.0,0.0,2.0,31.2,0.0,0.0,5.0,78.0,13.0,202.9,79.0,1233.0,3.0,46.8,0.0,0.0,107.9,140080
322,Andover,Kansas,39798,70396,85230,97317,137694,231769,0.0,0.0,0.0,0.0,4.0,30.3,14.0,106.2,19.0,144.1,260.0,1972.2,16.0,121.4,4.0,30.3,129.0,191971
323,Atchison,Kansas,16748,29572,41696,50228,80808,134309,1.0,9.4,4.0,37.6,1.0,9.4,31.0,291.7,47.0,442.2,294.0,2766.3,27.0,254.0,3.0,28.2,272.0,117561
324,Augusta,Kansas,21921,36460,47121,56562,90855,155227,0.0,0.0,2.0,21.4,2.0,21.4,15.0,160.8,45.0,482.4,293.0,3140.7,17.0,182.2,0.0,0.0,229.7,133306
325,Chanute,Kansas,14706,27064,37887,46398,71352,121650,0.0,0.0,10.0,107.1,3.0,32.1,28.0,299.8,,,175.0,1873.5,16.0,171.3,6.0,64.2,280.6,106944
326,Coffeyville,Kansas,13621,24513,33204,43232,72184,119283,3.0,31.8,4.0,42.4,4.0,42.4,37.0,392.7,108.0,1146.1,331.0,3512.7,21.0,222.9,3.0,31.8,427.5,105662
327,Derby,Kansas,37623,57753,68965,80746,115595,189125,0.0,0.0,10.0,42.0,1.0,4.2,17.0,71.4,56.0,235.1,406.0,1704.4,38.0,159.5,0.0,0.0,146.5,151502
328,Emporia,Kansas,15385,30510,36888,44637,70210,127608,1.0,4.0,11.0,44.3,7.0,28.2,28.0,112.9,104.0,419.3,570.0,2298.0,27.0,108.9,1.0,4.0,204.6,112223
329,Gardner,Kansas,38356,57676,70309,79835,107716,153451,1.0,4.7,5.0,23.3,5.0,23.3,30.0,139.9,39.0,181.8,248.0,1156.2,18.0,83.9,1.0,4.7,128.6,115095
330,Hays,Kansas,18307,35548,45795,58561,93490,156673,0.0,0.0,4.0,18.9,6.0,28.4,55.0,260.5,56.0,265.3,439.0,2079.6,22.0,104.2,0.0,0.0,185.9,138366
331,Haysville,Kansas,25876,41788,51660,60257,88614,130989,0.0,0.0,3.0,26.5,1.0,8.8,39.0,344.7,54.0,477.3,297.0,2625.1,20.0,176.8,3.0,26.5,245.4,105113
332,Hutchinson,Kansas,20447,35367,42646,53608,80723,131292,2.0,4.9,36.0,87.5,37.0,89.9,165.0,400.9,427.0,1037.4,1376.0,3343.1,138.0,335.3,17.0,41.3,420.0,110845
333,Independence,Kansas,14485,30629,39271,46897,71250,111106,1.0,11.5,5.0,57.5,7.0,80.5,47.0,540.7,111.0,1277.0,440.0,5062.1,26.0,299.1,14.0,161.1,517.1,96621
334,Lansing,Kansas,35649,64250,83356,96280,144095,232988,0.0,0.0,6.0,50.2,4.0,33.5,18.0,150.7,31.0,259.6,93.0,778.8,11.0,92.1,0.0,0.0,137.1,197339
335,Lawrence,Kansas,18394,36136,47938,60081,102605,186463,1.0,1.1,50.0,55.5,74.0,82.2,213.0,236.6,493.0,547.6,2959.0,3286.5,173.0,192.1,19.0,21.1,303.8,168069
336,Leavenworth,Kansas,20638,44179,55702,69795,104404,166152,3.0,8.3,25.0,68.9,40.0,110.2,190.0,523.6,231.0,636.6,900.0,2480.4,142.0,391.4,8.0,22.0,384.5,145514
337,Leawood,Kansas,58267,117463,147722,180125,250001,250001,0.0,0.0,4.0,11.4,2.0,5.7,25.0,71.4,44.0,125.6,369.0,1053.4,26.0,74.2,2.0,5.7,82.0,191734
338,Lenexa,Kansas,37872,64252,78798,95868,140358,233297,1.0,1.9,17.0,31.6,9.0,16.8,63.0,117.3,145.0,269.9,696.0,1295.7,97.0,180.6,1.0,1.9,142.7,195425
339,Liberal,Kansas,23301,39348,46910,57741,86000,139054,1.0,4.9,6.0,29.5,4.0,19.7,55.0,270.7,70.0,344.5,209.0,1028.7,16.0,78.8,3.0,14.8,165.1,115753
340,McPherson,Kansas,30241,44078,54057,66848,97726,154644,1.0,7.6,5.0,38.0,6.0,45.6,15.0,113.9,93.0,706.2,283.0,2149.0,24.0,182.2,0.0,0.0,232.0,124403
341,Merriam,Kansas,28048,47120,57281,69160,95768,151997,1.0,8.9,6.0,53.2,3.0,26.6,32.0,283.7,36.0,319.2,529.0,4690.5,111.0,984.2,1.0,8.9,413.7,123949
342,Mission,Kansas,30338,43309,53655,63945,93250,140301,0.0,0.0,8.0,84.0,2.0,21.0,19.0,199.5,36.0,378.0,323.0,3391.8,55.0,577.5,1.0,10.5,321.7,109963
343,Newton,Kansas,22195,40528,46266,56553,81786,145589,2.0,10.5,22.0,115.2,8.0,41.9,89.0,466.1,95.0,497.5,564.0,2953.7,24.0,125.7,8.0,41.9,381.9,123394
344,Olathe,Kansas,36200,64053,79691,94879,133511,206753,2.0,1.5,71.0,51.8,33.0,24.1,149.0,108.7,165.0,120.4,1641.0,1197.2,152.0,110.9,9.0,6.6,138.5,170553
345,Ottawa,Kansas,20374,37085,42404,52084,78627,132156,0.0,0.0,9.0,73.0,5.0,40.5,33.0,267.6,29.0,235.1,293.0,2375.5,19.0,154.0,5.0,40.5,247.9,111782
346,Parsons,Kansas,14380,26698,34972,42049,70700,117746,1.0,10.2,11.0,112.1,5.0,50.9,60.0,611.3,115.0,1171.7,305.0,3107.5,22.0,224.1,4.0,40.8,471.8,103366
347,Pittsburg,Kansas,12200,25943,33159,41260,68266,132195,0.0,0.0,24.0,117.7,9.0,44.2,57.0,279.6,119.0,583.8,781.0,3831.4,68.0,333.6,11.0,54.0,384.2,119995
348,Pratt,Kansas,18963,32029,42283,53875,76207,140250,0.0,0.0,1.0,14.6,0.0,0.0,9.0,131.3,96.0,1400.6,207.0,3020.1,10.0,145.9,0.0,0.0,268.5,121287
349,Salina,Kansas,20882,36540,45896,54646,82842,147956,2.0,4.2,42.0,88.9,22.0,46.6,135.0,285.7,283.0,598.9,1364.0,2886.7,111.0,234.9,29.0,61.4,326.9,127074
350,Shawnee,Kansas,34218,63859,79048,96739,138552,235299,0.0,0.0,18.0,27.4,14.0,21.3,85.0,129.4,114.0,173.6,839.0,1277.3,138.0,210.1,9.0,13.7,134.3,201081
351,Topeka,Kansas,19388,35084,43740,55289,84686,143790,27.0,21.3,56.0,44.2,269.0,212.4,425.0,335.6,1001.0,790.5,4725.0,3731.5,768.0,606.5,11.0,8.7,462.0,124402
352,Wellington,Kansas,15978,31259,41703,56179,81661,138730,0.0,0.0,6.0,76.5,3.0,38.2,17.0,216.7,77.0,981.5,335.0,4270.2,32.0,407.9,2.0,25.5,388.1,122752
353,Wichita,Kansas,20289,36859,46775,58223,93740,166460,35.0,8.9,382.0,97.7,599.0,153.2,2982.0,762.5,3281.0,839.0,15890.0,4063.1,2478.0,633.6,100.0,25.6,566.4,146171
354,Winfield,Kansas,18039,33106,41297,53638,85363,129966,1.0,8.1,2.0,16.3,3.0,24.4,17.0,138.5,63.0,513.3,335.0,2729.3,21.0,171.1,1.0,8.1,223.2,111927
355,Alexandria,Kentucky,29344,56753,74409,91380,124412,186811,0.0,0.0,2.0,21.1,0.0,0.0,0.0,0.0,19.0,200.3,126.0,1328.3,14.0,147.6,0.0,0.0,95.8,157467
356,Ashland,Kentucky,13232,30156,39742,51905,82961,154339,0.0,0.0,11.0,52.6,3.0,14.3,25.0,119.5,113.0,540.0,698.0,3335.4,53.0,253.3,1.0,4.8,261.7,141107
357,Bardstown,Kentucky,18178,31381,40353,50064,74199,142036,1.0,7.5,7.0,52.5,8.0,60.0,10.0,75.0,78.0,585.4,242.0,1816.1,43.0,322.7,1.0,7.5,229.5,123858
358,Berea,Kentucky,15320,34397,40141,47974,73464,118290,0.0,0.0,5.0,34.3,1.0,6.9,5.0,34.3,105.0,720.6,205.0,1406.9,9.0,61.8,2.0,13.7,148.0,102970
359,Campbellsville,Kentucky,10422,20144,26733,32842,56593,109394,0.0,0.0,7.0,60.9,3.0,26.1,13.0,113.2,114.0,992.5,290.0,2524.8,27.0,235.1,3.0,26.1,268.5,98972
360,Covington,Kentucky,14087,28952,37391,47904,79567,132002,2.0,4.9,36.0,88.1,81.0,198.3,66.0,161.6,267.0,653.7,936.0,2291.6,138.0,337.9,6.0,14.7,336.6,117915
361,Danville,Kentucky,16395,29869,37036,45111,86352,140849,0.0,0.0,6.0,35.5,2.0,11.8,17.0,100.6,70.0,414.4,164.0,970.9,17.0,100.6,1.0,5.9,128.0,124454
362,Edgewood,Kentucky,36689,74438,89073,109406,165205,250001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.4,10.0,114.0,61.0,695.5,9.0,102.6,0.0,0.0,46.3,213312
363,Elizabethtown,Kentucky,18706,34446,45193,57634,97571,166893,1.0,3.3,11.0,36.6,13.0,43.2,36.0,119.7,169.0,562.1,244.0,811.6,56.0,186.3,5.0,16.6,159.6,148187
364,Erlanger,Kentucky,26082,44865,55982,70254,103569,182902,0.0,0.0,3.0,13.1,9.0,39.2,10.0,43.6,49.0,213.5,201.0,875.9,29.0,126.4,0.0,0.0,91.0,156820
365,Florence,Kentucky,22343,43942,53911,63151,99802,164216,0.0,0.0,13.0,39.6,19.0,57.8,20.0,60.9,111.0,337.7,1145.0,3483.8,50.0,152.1,1.0,3.0,236.3,141873
366,Frankfort,Kentucky,19145,35935,43275,53275,80825,130481,6.0,21.4,8.0,28.6,34.0,121.5,52.0,185.9,195.0,697.1,660.0,2359.2,86.0,307.4,4.0,14.3,307.2,111336
367,Franklin,Kentucky,14352,25832,31367,41296,58682,99067,1.0,11.3,6.0,67.5,7.0,78.8,10.0,112.6,46.0,517.8,155.0,1744.7,23.0,258.9,0.0,0.0,249.4,84715
368,Georgetown,Kentucky,28143,47870,60632,71131,103019,156799,0.0,0.0,13.0,39.4,21.0,63.6,23.0,69.7,136.0,412.0,731.0,2214.7,52.0,157.5,2.0,6.1,194.6,128656
369,Glasgow,Kentucky,11627,21907,28362,36192,58443,112531,0.0,0.0,6.0,40.8,7.0,47.7,7.0,47.7,89.0,605.9,394.0,2682.1,42.0,285.9,0.0,0.0,229.1,100904
370,Henderson,Kentucky,14158,27135,34793,44989,73445,124508,2.0,6.9,14.0,48.5,23.0,79.7,30.0,104.0,125.0,433.3,479.0,1660.5,69.0,239.2,0.0,0.0,213.3,110350
371,Hillview,Kentucky,29000,42341,54050,61949,86203,122447,0.0,0.0,1.0,11.2,3.0,33.5,1.0,11.2,27.0,301.9,76.0,849.9,15.0,167.7,0.0,0.0,89.8,93447
372,Hopkinsville,Kentucky,14099,27168,35567,43861,72627,138106,1.0,3.1,20.0,63.0,23.0,72.4,35.0,110.2,186.0,585.6,689.0,2169.3,47.0,148.0,9.0,28.3,240.0,124007
373,Independence,Kentucky,39181,62155,73038,84555,109105,169508,0.0,0.0,11.0,40.1,8.0,29.2,6.0,21.9,33.0,120.4,102.0,372.3,14.0,51.1,0.0,0.0,72.7,130327
374,Jeffersontown,Kentucky,33415,52201,63439,77301,113234,177823,0.0,0.0,4.0,14.6,18.0,65.7,9.0,32.8,87.0,317.5,491.0,1792.0,84.0,306.6,0.0,0.0,156.4,144408
375,Lawrenceburg,Kentucky,26125,41022,51977,62330,78648,125957,0.0,0.0,1.0,8.9,2.0,17.8,6.0,53.5,31.0,276.5,77.0,686.8,16.0,142.7,0.0,0.0,81.4,99832
376,Madisonville,Kentucky,18105,31353,40996,51371,79420,137671,2.0,10.4,8.0,41.4,6.0,31.1,14.0,72.5,80.0,414.2,194.0,1004.3,18.0,93.2,0.0,0.0,154.3,119566
377,Mayfield,Kentucky,9515,20097,26069,34877,58873,114286,1.0,10.0,4.0,40.0,11.0,110.1,23.0,230.2,129.0,1291.2,388.0,3883.5,21.0,210.2,1.0,10.0,393.7,104771
378,Maysville,Kentucky,11641,23706,27981,40163,80250,158766,0.0,0.0,4.0,45.2,2.0,22.6,11.0,124.4,56.0,633.4,255.0,2884.3,17.0,192.3,3.0,33.9,243.0,147125
379,Murray,Kentucky,7559,16285,24482,35058,65789,123450,0.0,0.0,8.0,41.7,9.0,46.9,9.0,46.9,110.0,572.8,452.0,2353.6,21.0,109.3,0.0,0.0,199.7,115891
380,Newport,Kentucky,12679,24621,33008,44675,82890,156490,1.0,6.6,9.0,59.2,22.0,144.7,10.0,65.8,96.0,631.5,471.0,3098.3,51.0,335.5,1.0,6.6,312.1,143811
381,Nicholasville,Kentucky,20394,36100,45169,56576,80623,127196,3.0,9.9,11.0,36.3,33.0,108.8,13.0,42.9,159.0,524.2,745.0,2456.1,51.0,168.1,4.0,13.2,238.4,106802
382,Owensboro,Kentucky,16243,30671,37719,48102,77409,136561,3.0,5.0,46.0,77.2,52.0,87.3,77.0,129.2,390.0,654.6,1964.0,3296.6,243.0,407.9,9.0,15.1,334.2,120318
383,Paducah,Kentucky,13426,25821,33574,43390,77035,171497,0.0,0.0,21.0,83.4,24.0,95.4,38.0,151.0,188.0,747.0,1102.0,4378.4,89.0,353.6,6.0,23.8,381.3,158071
384,Paris,Kentucky,13480,27254,34470,44767,72828,116891,0.0,0.0,4.0,40.6,6.0,60.9,8.0,81.3,60.0,609.4,193.0,1960.4,17.0,172.7,1.0,10.2,201.9,103411
385,Radcliff,Kentucky,19013,37530,46821,54944,82569,142879,2.0,8.9,17.0,75.6,23.0,102.3,32.0,142.4,207.0,921.1,571.0,2540.8,48.0,213.6,6.0,26.7,320.7,123866
386,Richmond,Kentucky,12331,24463,32436,42376,72514,125616,2.0,5.7,24.0,68.3,30.0,85.3,36.0,102.4,216.0,614.3,899.0,2556.8,111.0,315.7,3.0,8.5,282.6,113285
387,Shelbyville,Kentucky,17664,37090,44739,60678,87257,151516,0.0,0.0,2.0,12.7,18.0,114.2,8.0,50.8,59.0,374.4,212.0,1345.3,26.0,165.0,1.0,6.3,147.8,133852
388,Shepherdsville,Kentucky,23143,41636,48174,61737,86747,149336,0.0,0.0,6.0,49.2,10.0,81.9,9.0,73.7,65.0,532.6,245.0,2007.5,38.0,311.4,1.0,8.2,221.2,126193
389,Shively,Kentucky,13628,27497,36312,44243,75371,131376,2.0,12.6,10.0,63.2,36.0,227.4,17.0,107.4,115.0,726.5,410.0,2590.0,128.0,808.6,0.0,0.0,384.6,117748
390,Somerset,Kentucky,9252,18674,25070,33667,52188,122286,1.0,8.7,4.0,34.7,10.0,86.7,8.0,69.4,,,172.0,1491.6,25.0,216.8,2.0,17.3,210.0,113034
391,Versailles,Kentucky,17170,32577,38613,49724,87160,149103,1.0,11.0,5.0,54.9,9.0,98.8,9.0,98.8,92.0,1010.4,321.0,3525.5,19.0,208.7,0.0,0.0,343.8,131933
392,Winchester,Kentucky,19147,30530,38632,51078,82961,128254,2.0,10.8,6.0,32.5,17.0,92.0,16.0,86.6,186.0,1006.6,858.0,4643.4,81.0,438.4,7.0,37.9,383.8,109107
393,Abbeville,Louisiana,11135,22606,29765,42129,68925,121455,0.0,0.0,4.0,32.0,8.0,64.0,86.0,688.5,131.0,1048.8,,,6.0,48.0,0.0,0.0,365.1,110320
394,Alexandria,Louisiana,15844,27874,35931,45691,83206,166281,17.0,35.5,9.0,18.8,129.0,269.5,535.0,1117.8,987.0,2062.3,2953.0,6170.1,257.0,537.0,0.0,0.0,824.6,150437
395,Baker,Louisiana,17791,31829,40922,52705,78610,124366,2.0,14.7,4.0,29.4,8.0,58.9,37.0,272.4,51.0,375.4,303.0,2230.6,12.0,88.3,4.0,29.4,247.7,106575
396,Bogalusa,Louisiana,9121,18239,23604,29416,49951,108772,1.0,8.4,12.0,101.1,24.0,202.3,117.0,986.1,198.0,1668.8,385.0,3244.8,36.0,303.4,1.0,8.4,626.5,99651
397,Crowley,Louisiana,11000,19863,27433,36326,68910,133510,3.0,23.0,4.0,30.7,12.0,92.1,194.0,1489.3,227.0,1742.7,421.0,3232.0,28.0,215.0,0.0,0.0,664.6,122510
398,Gretna,Louisiana,14694,29048,39232,48669,85518,162219,0.0,0.0,2.0,11.2,12.0,67.0,25.0,139.5,79.0,440.8,450.0,2510.7,32.0,178.5,1.0,5.6,202.5,147525
399,Hammond,Louisiana,13884,24064,33364,46149,83559,153824,2.0,9.7,24.0,115.9,64.0,309.0,218.0,1052.5,655.0,3162.4,1272.0,6141.4,79.0,381.4,2.0,9.7,912.8,139940
400,Houma,Louisiana,16921,35569,48280,61806,100799,169890,2.0,5.9,20.0,58.7,18.0,52.8,83.0,243.5,168.0,492.9,1027.0,3013.2,50.0,146.7,4.0,11.7,290.0,152969
401,Kenner,Louisiana,21211,40255,50979,63995,98466,188924,5.0,7.4,20.0,29.8,65.0,96.8,103.0,153.4,238.0,354.4,1738.0,2588.3,128.0,190.6,6.0,8.9,242.0,167713
402,Lafayette,Louisiana,17999,36911,47940,61475,105748,216810,22.0,17.1,21.0,16.3,175.0,136.0,503.0,390.9,1011.0,785.6,4555.0,3539.5,297.0,230.8,26.0,20.2,381.2,198811
403,Mandeville,Louisiana,30841,60201,71996,86295,160018,250001,0.0,0.0,1.0,8.0,2.0,16.0,11.0,88.0,36.0,287.9,209.0,1671.6,4.0,32.0,0.0,0.0,118.4,219160
404,Minden,Louisiana,12280,22357,30014,38203,67122,126700,0.0,0.0,1.0,8.0,4.0,32.0,3.0,24.0,35.0,280.1,170.0,1360.3,8.0,64.0,1.0,8.0,99.9,114420
405,Monroe,Louisiana,11521,22455,28681,38759,75308,200436,13.0,26.3,35.0,70.9,214.0,433.6,836.0,1693.9,848.0,1718.2,3011.0,6100.8,204.0,413.3,13.0,26.3,975.6,188915
406,Natchitoches,Louisiana,5800,15181,21406,29309,62183,151284,1.0,5.5,0.0,0.0,20.0,109.4,196.0,1072.0,249.0,1361.8,908.0,4966.1,25.0,136.7,6.0,32.8,563.1,145484
407,Opelousas,Louisiana,8853,14972,19810,24911,51105,126068,4.0,24.2,9.0,54.5,39.0,236.3,247.0,1496.6,512.0,3102.3,840.0,5089.7,42.0,254.5,9.0,54.5,903.4,117215
408,Pineville,Louisiana,16666,31373,41974,50885,81134,148911,0.0,0.0,10.0,69.1,13.0,89.8,125.0,863.7,200.0,1381.9,805.0,5562.1,42.0,290.2,2.0,13.8,597.4,132245
409,Ruston,Louisiana,8289,20894,26637,34471,70626,130168,1.0,4.5,3.0,13.4,7.0,31.2,112.0,499.2,152.0,677.4,555.0,2473.5,13.0,57.9,0.0,0.0,279.8,121879
410,Shreveport,Louisiana,15002,29882,38056,48823,84701,174532,52.0,26.8,152.0,78.4,498.0,256.8,1148.0,591.9,2256.0,1163.3,7673.0,3956.4,884.0,455.8,91.0,46.9,587.9,159530
411,Slidell,Louisiana,22827,41470,52099,67064,99571,175345,3.0,10.7,9.0,32.0,22.0,78.1,63.0,223.7,111.0,394.1,841.0,2986.2,43.0,152.7,1.0,3.6,274.3,152518
412,Sulphur,Louisiana,20968,40368,52217,61812,96807,143539,2.0,9.9,7.0,34.6,10.0,49.4,76.0,375.4,200.0,987.8,569.0,2810.3,69.0,340.8,2.0,9.9,346.1,122571
413,Thibodaux,Louisiana,15223,28471,37424,51024,88850,156975,1.0,6.8,3.0,20.5,14.0,95.8,43.0,294.2,89.0,608.9,468.0,3201.8,21.0,143.7,1.0,6.8,299.9,141752
414,Zachary,Louisiana,30182,61093,75472,85775,119096,213587,4.0,23.4,2.0,11.7,8.0,46.9,104.0,609.2,46.0,269.4,693.0,4059.3,24.0,140.6,1.0,5.9,384.6,183405
415,Auburn,Maine,19642,36130,46976,58964,92597,147529,0.0,0.0,14.0,61.1,10.0,43.6,16.0,69.8,55.0,239.8,646.0,2817.1,11.0,48.0,4.0,17.4,209.2,127887
416,Augusta,Maine,16037,32579,40555,51693,79570,127993,0.0,0.0,18.0,97.9,8.0,43.5,29.0,157.7,70.0,380.6,478.0,2598.7,9.0,48.9,0.0,0.0,257.4,111956
417,Bangor,Maine,15712,30386,37987,47532,76904,155610,1.0,3.1,8.0,25.1,14.0,44.0,25.0,78.6,181.0,568.9,1004.0,3155.8,24.0,75.4,2.0,6.3,227.4,139898
418,Bath,Maine,19314,31146,42275,52984,76036,140537,0.0,0.0,5.0,60.4,1.0,12.1,6.0,72.5,16.0,193.4,167.0,2018.9,7.0,84.6,0.0,0.0,167.6,121223
419,Belfast,Maine,17235,33382,40625,59859,85231,150365,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.2,30.0,451.5,64.0,963.3,3.0,45.2,0.0,0.0,82.8,133130
420,Biddeford,Maine,21265,35638,47265,55028,85117,150036,0.0,0.0,16.0,74.8,12.0,56.1,49.0,229.2,73.0,341.5,637.0,2979.7,15.0,70.2,4.0,18.7,271.3,128771
421,Brewer,Maine,25968,44612,56128,70727,95182,152173,0.0,0.0,0.0,0.0,2.0,22.1,6.0,66.3,7.0,77.4,248.0,2740.9,7.0,77.4,0.0,0.0,141.1,126205
422,Calais,Maine,14329,25774,32885,41340,61371,123199,0.0,0.0,1.0,34.0,0.0,0.0,4.0,136.1,11.0,374.1,68.0,2312.9,1.0,34.0,0.0,0.0,175.9,108870
423,Caribou,Maine,15296,25629,35635,47096,79818,131521,1.0,13.0,0.0,0.0,3.0,39.1,3.0,39.1,16.0,208.7,84.0,1095.7,5.0,65.2,0.0,0.0,109.3,116225
424,Ellsworth,Maine,19347,37566,51250,62905,87110,151913,0.0,0.0,0.0,0.0,0.0,0.0,5.0,63.0,28.0,352.6,241.0,3035.3,2.0,25.2,0.0,0.0,160.7,132566
425,Gardiner,Maine,19393,40633,49569,60023,88781,159083,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.8,18.0,321.9,66.0,1180.3,1.0,17.9,0.0,0.0,78.3,139690
426,Lewiston,Maine,15129,30058,38199,48222,77491,138120,0.0,0.0,24.0,66.5,31.0,86.0,43.0,119.2,164.0,454.7,582.0,1613.7,42.0,116.4,5.0,13.9,208.6,122991
427,Portland,Maine,17081,37193,48259,60956,99363,181322,2.0,3.0,48.0,71.6,55.0,82.0,81.0,120.8,166.0,247.5,1504.0,2242.1,97.0,144.6,14.0,20.9,230.5,164241
428,Rockland,Maine,18655,31790,40987,50903,84291,129632,0.0,0.0,1.0,14.0,0.0,0.0,7.0,97.8,14.0,195.5,146.0,2038.8,5.0,69.8,0.0,0.0,131.5,110977
429,Saco,Maine,30157,49386,59740,70403,104663,194558,1.0,5.2,14.0,72.4,3.0,15.5,9.0,46.6,58.0,300.0,253.0,1308.7,23.0,119.0,0.0,0.0,165.1,164401
