,Unnamed: 0,city,state,20th,40th,Median,60th,80th,95th,20th % of Median,40th % of Median,60th % of Median,80th % of Median,95th % of Median,murders,murdersper100k,rapes,rapesper100k,robberies,robberiesper100k,assaults,assaultsper100k,burglaries,burglariesper100k,thefts,theftsper100k,autothefts,autotheftsper100k,arson,arsonper100k,crime index,income inequality
554,554,Ridgeland,Mississippi,26138,45038,55647,67946,106361,247398,0.46971085593113737,0.8093518069258001,1.2210182040361566,1.9113519147483242,4.445846137258073,0.0,0.0,2.0,8.1,20.0,81.5,37.0,150.7,53.0,215.9,564.0,2297.3,16.0,65.2,0.0,0.0,173.3,221260
555,555,Senatobia,Mississippi,21843,38376,42817,51533,85135,177821,0.5101478384753719,0.8962795151458532,1.2035640049513043,1.9883457505196533,4.15304668706355,0.0,0.0,0.0,0.0,4.0,55.6,3.0,41.7,81.0,1125.5,173.0,2403.8,5.0,69.5,0.0,0.0,205.5,155978
556,556,Southaven,Mississippi,26460,45641,58427,70320,102454,156699,0.4528728156502987,0.7811628185599123,1.2035531517962585,1.7535386037277285,2.681962106560323,5.0,9.3,8.0,14.8,26.0,48.2,36.0,66.8,196.0,363.4,1219.0,2260.4,64.0,118.7,5.0,9.3,183.6,130239
557,557,Starkville,Mississippi,10454,23831,31638,45236,86900,161464,0.33042543776471334,0.753239774954169,1.4297996080662494,2.746697009924774,5.103483153170238,1.0,3.9,2.0,7.7,11.0,42.5,27.0,104.4,455.0,1760.0,440.0,1702.0,27.0,104.4,1.0,3.9,247.2,151010
558,558,Tupelo,Mississippi,17067,34236,43153,54709,82026,155936,0.3954997335063611,0.7933631497230783,1.2677913470674114,1.9008180196046625,3.613561050216671,2.0,5.5,26.0,71.1,30.0,82.0,23.0,62.9,361.0,987.0,1270.0,3472.4,98.0,267.9,1.0,2.7,334.4,138869
559,559,Vicksburg,Mississippi,10382,21439,28367,37860,66426,133005,0.36598864878203546,0.7557725526139528,1.3346494165755984,2.3416646102866006,4.688722811717841,5.0,22.0,,,18.0,79.0,97.0,426.0,231.0,1014.4,1079.0,4738.3,52.0,228.4,8.0,35.1,456.2,122623
560,560,Belgrade,Montana,25277,45562,54000,63941,86836,138419,0.4680925925925926,0.8437407407407408,1.1840925925925927,1.608074074074074,2.563314814814815,0.0,0.0,7.0,83.4,5.0,59.6,12.0,143.0,11.0,131.1,160.0,1906.4,10.0,119.1,0.0,0.0,208.1,113142
561,561,Billings,Montana,23235,42345,52944,64995,100321,182042,0.4388599274705349,0.7998073436083409,1.2276178603807797,1.8948511634935026,3.438387730432155,2.0,1.8,76.0,68.3,87.0,78.2,384.0,345.0,783.0,703.4,4451.0,3998.5,842.0,756.4,25.0,22.5,420.3,158807
562,562,Bozeman,Montana,19859,37642,48612,59755,95219,175463,0.40852052991031024,0.7743355550069941,1.229223237060808,1.9587550399078417,3.6094585699004362,2.0,4.3,41.0,87.7,11.0,23.5,76.0,162.6,81.0,173.3,987.0,2112.2,75.0,160.5,7.0,15.0,227.8,155604
563,563,Colstrip,Montana,50975,81935,89483,100346,114155,173365,0.5696612764435703,0.9156487824502978,1.1213973603924767,1.275717175329392,1.937407105260217,0.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,2.0,86.0,9.0,386.9,1.0,43.0,0.0,0.0,59.3,122390
564,564,Conrad,Montana,20141,34395,39432,52580,74188,124528,0.5107780482856563,0.8722611077297626,1.3334347737877865,1.8814161087441672,3.1580442280381416,0.0,0.0,1.0,39.3,0.0,0.0,9.0,353.8,7.0,275.2,44.0,1729.6,3.0,117.9,1.0,39.3,200.1,104387
565,565,Dillon,Montana,12816,27607,32180,41656,71932,127500,0.3982597886886265,0.8578931013051585,1.2944686140459913,2.2353014294592914,3.9620882535736484,0.0,0.0,3.0,70.1,2.0,46.8,16.0,374.1,8.0,187.0,8.0,187.0,3.0,70.1,0.0,0.0,171.1,114684
566,566,Glasgow,Montana,16332,42795,53235,74972,103035,152219,0.3067906452521837,0.8038884192730347,1.4083215929369775,1.9354747816286277,2.859378228608998,0.0,0.0,3.0,88.8,0.0,0.0,11.0,325.5,5.0,148.0,42.0,1243.0,5.0,148.0,2.0,59.2,208.0,135887
567,567,Glendive,Montana,19988,35179,47350,59464,93855,152651,0.4221330517423442,0.7429567053854277,1.2558394931362196,1.9821541710665258,3.2238859556494193,0.0,0.0,1.0,18.5,0.0,0.0,7.0,129.6,18.0,333.2,72.0,1332.8,6.0,111.1,0.0,0.0,126.2,132663
568,568,Hamilton,Montana,13344,27545,31845,38419,60876,87530,0.4190296749882242,0.8649709530538546,1.2064374313078976,1.9116344795101272,2.748626157952583,0.0,0.0,7.0,147.7,0.0,0.0,15.0,316.5,5.0,105.5,148.0,3123.0,5.0,105.5,1.0,21.1,322.2,74186
569,569,Havre,Montana,17767,32271,43306,52898,86814,136286,0.41026647577702857,0.7451854246524731,1.2214935574747148,2.004664480672424,3.1470465986237475,0.0,0.0,18.0,181.8,8.0,80.8,69.0,697.0,52.0,525.3,325.0,3282.8,24.0,242.4,2.0,20.2,496.6,118519
570,570,Helena,Montana,21309,40792,52288,65444,97299,165848,0.407531364749082,0.780140758873929,1.2516064871481027,1.860828488372093,3.1718176254589965,1.0,3.2,56.0,176.8,23.0,72.6,137.0,432.6,167.0,527.3,1082.0,3416.7,97.0,306.3,14.0,44.2,454.2,144539
571,571,Kalispell,Montana,18857,32621,41467,51090,75593,135884,0.45474714833482044,0.7866737405647865,1.2320640509320664,1.8229676610316636,3.276918995828008,0.0,0.0,19.0,81.7,6.0,25.8,47.0,202.2,87.0,374.3,662.0,2848.2,48.0,206.5,1.0,4.3,270.2,117027
572,572,Laurel,Montana,24837,40623,49839,60133,86842,135143,0.49834466983687475,0.8150845723228797,1.206545075141957,1.742450691225747,2.7115913240634844,0.0,0.0,1.0,14.5,1.0,14.5,13.0,188.8,12.0,174.2,148.0,2149.0,21.0,304.9,0.0,0.0,176.3,110306
573,573,Lewistown,Montana,18659,30782,37695,45913,71762,123352,0.4949993367820666,0.8166069770526595,1.218012999071495,1.9037538135031171,3.272370340894018,0.0,0.0,3.0,51.2,0.0,0.0,20.0,341.3,16.0,273.0,59.0,1006.8,8.0,136.5,4.0,68.3,179.5,104693
574,574,Libby,Montana,13083,20959,24271,30500,44900,102233,0.539038358534877,0.8635408512216225,1.256643731201846,1.8499443780643567,4.212146182687158,0.0,0.0,0.0,0.0,0.0,0.0,8.0,298.1,3.0,111.8,65.0,2421.8,1.0,37.3,0.0,0.0,167.3,89150
575,575,Livingston,Montana,18253,33332,40358,50167,87929,140375,0.452277119777987,0.8259081223053669,1.243049705139006,2.1787254076019624,3.4782447098468707,0.0,0.0,2.0,26.8,0.0,0.0,17.0,227.6,10.0,133.9,163.0,2182.1,12.0,160.6,3.0,40.2,176.4,122122
576,576,Missoula,Montana,16856,33178,42389,54251,88479,163627,0.3976503338130175,0.7827030597560688,1.2798367501002619,2.087310387128736,3.8601288070018165,2.0,2.7,71.0,96.9,45.0,61.4,234.0,319.2,325.0,443.4,2843.0,3878.4,174.0,237.4,23.0,31.4,370.4,146771
577,577,Polson,Montana,14941,28567,33013,40461,65488,120223,0.4525792869475661,0.8653257807530367,1.2256080937812377,1.9837033895738043,3.641686608305819,0.0,0.0,5.0,103.7,0.0,0.0,24.0,497.8,39.0,809.0,245.0,5081.9,23.0,477.1,1.0,20.7,480.6,105282
578,578,Sidney,Montana,25286,47720,59131,73227,111906,177273,0.4276267947438738,0.8070216975867143,1.2383859566048265,1.8925098510087772,2.9979706076338974,0.0,0.0,9.0,132.1,0.0,0.0,48.0,704.4,28.0,410.9,94.0,1379.5,8.0,117.4,2.0,29.4,339.9,151987
579,579,Whitefish,Montana,21801,43065,51250,70016,109520,181744,0.42538536585365855,0.8402926829268292,1.3661658536585366,2.1369756097560977,3.5462243902439026,0.0,0.0,4.0,53.7,0.0,0.0,8.0,107.4,15.0,201.5,127.0,1705.6,9.0,120.9,0.0,0.0,156.5,159943
580,580,Alliance,Nebraska,26555,41215,52609,66197,93211,143838,0.504761542701819,0.7834210876466003,1.2582828033226254,1.7717690889391549,2.7340949267235644,0.0,0.0,6.0,70.3,1.0,11.7,15.0,175.8,32.0,375.0,61.0,714.9,8.0,93.8,0.0,0.0,157.3,117283
581,581,Auburn,Nebraska,22385,41953,51740,63875,99078,154102,0.4326439891766525,0.8108426749130266,1.2345380749903363,1.9149207576343255,2.978391959798995,0.0,0.0,4.0,114.3,0.0,0.0,0.0,0.0,3.0,85.7,13.0,371.5,3.0,85.7,0.0,0.0,119.2,131717
582,582,Aurora,Nebraska,25605,49299,58567,68790,104813,151775,0.43719159253504536,0.8417538887086584,1.174552222241194,1.7896255570543138,2.591476428705585,0.0,0.0,2.0,44.5,0.0,0.0,14.0,311.2,7.0,155.6,29.0,644.6,5.0,111.1,0.0,0.0,143.4,126170
583,583,Beatrice,Nebraska,19530,33690,41204,53002,79173,127198,0.47398310843607416,0.8176390641685273,1.2863314241335793,1.921488205028638,3.087030385399476,0.0,0.0,23.0,186.4,3.0,24.3,26.0,210.7,62.0,502.4,260.0,2107.0,15.0,121.6,0.0,0.0,327.7,107668
584,584,Bellevue,Nebraska,28805,47463,58053,70656,102127,158595,0.4961845210411176,0.8175804867965479,1.2170947237868843,1.7592027974437152,2.7319001601984394,1.0,1.9,45.0,83.6,14.0,26.0,18.0,33.4,113.0,210.0,724.0,1345.2,153.0,284.3,6.0,11.1,176.4,129790
585,585,Blair,Nebraska,20054,39485,47980,61085,101800,138776,0.41796581909128805,0.8229470612755315,1.2731346394330971,2.121717382242601,2.89237182159233,0.0,0.0,4.0,50.2,1.0,12.5,5.0,62.7,16.0,200.8,81.0,1016.4,5.0,62.7,0.0,0.0,116.2,118722
586,586,Chadron,Nebraska,14464,29665,39740,51980,76419,132432,0.36396577755410164,0.7464771011575239,1.308002013085053,1.9229743331655762,3.332460996477101,0.0,0.0,3.0,52.1,0.0,0.0,8.0,138.9,13.0,225.7,105.0,1822.6,7.0,121.5,1.0,17.4,167.9,117968
587,587,Columbus,Nebraska,23737,43762,53857,65445,88401,149676,0.4407412221252576,0.8125591845071207,1.2151623744360065,1.6414022318361587,2.7791373451918973,1.0,4.4,12.0,52.4,0.0,0.0,12.0,52.4,52.0,227.0,414.0,1807.0,33.0,144.0,1.0,4.4,160.8,125939
588,588,Cozad,Nebraska,18757,31280,40735,48704,79822,142250,0.46046397446912973,0.7678900208665767,1.1956302933595189,1.9595433902049835,3.4920829753283416,0.0,0.0,0.0,0.0,2.0,53.0,5.0,132.5,4.0,106.0,15.0,397.4,0.0,0.0,0.0,0.0,65.7,123493
589,589,Crete,Nebraska,18750,34714,44308,57835,73819,117243,0.42317414462399566,0.7834702536787939,1.3052947548975353,1.6660422497065992,2.64609099936806,0.0,0.0,13.0,183.8,1.0,14.1,32.0,452.6,18.0,254.6,96.0,1357.7,12.0,169.7,0.0,0.0,327.5,98493
590,590,Fairbury,Nebraska,18191,30708,38125,48694,62875,121564,0.4771409836065574,0.8054557377049181,1.2772196721311475,1.6491803278688524,3.1885639344262295,0.0,0.0,2.0,54.3,0.0,0.0,12.0,326.1,20.0,543.5,87.0,2364.1,0.0,0.0,0.0,0.0,241.3,103373
591,591,Fremont,Nebraska,23892,39100,48056,56607,83659,134750,0.49716996837023475,0.8136340935575163,1.1779382387214916,1.7408648243715665,2.8040203096387546,0.0,0.0,23.0,86.8,5.0,18.9,29.0,109.5,93.0,351.1,476.0,1796.9,28.0,105.7,11.0,41.5,201.9,110858
592,592,Gering,Nebraska,25382,43041,52484,63555,94451,177813,0.4836140538068745,0.8200785001143206,1.210940477097782,1.7996151207987197,3.38794680283515,0.0,0.0,1.0,12.1,0.0,0.0,2.0,24.1,35.0,421.8,81.0,976.3,6.0,72.3,,,88.8,152431
593,593,Gothenburg,Nebraska,25689,51359,59696,69811,103800,161514,0.430330340391316,0.8603424015009381,1.1694418386491556,1.7388099705172877,2.7056084159742695,0.0,0.0,1.0,28.3,0.0,0.0,1.0,28.3,15.0,424.4,39.0,1103.6,2.0,56.6,0.0,0.0,106.7,135825
594,594,Hastings,Nebraska,21010,36376,46903,59575,89306,150023,0.4479457603991216,0.7755580666481888,1.2701746156962241,1.904057309766966,3.198580048184551,0.0,0.0,19.0,76.4,9.0,36.2,33.0,132.7,166.0,667.4,737.0,2963.2,46.0,184.9,4.0,16.1,278.5,129013
595,595,Holdrege,Nebraska,19870,35594,44914,53859,88115,142431,0.4424010330854522,0.7924923186534265,1.199158391592822,1.9618604444048626,3.171193837110923,0.0,0.0,2.0,35.9,2.0,35.9,4.0,71.7,10.0,179.4,112.0,2009.0,6.0,107.6,0.0,0.0,155.3,122561
596,596,Kearney,Nebraska,22662,41345,51333,64034,98136,162359,0.4414703991584361,0.8054273079695323,1.2474236845693802,1.9117526737186605,3.1628582003779244,0.0,0.0,20.0,59.8,7.0,20.9,49.0,146.4,114.0,340.6,594.0,1774.7,35.0,104.6,3.0,9.0,186.5,139697
597,597,Lexington,Nebraska,23138,38246,44834,53500,81568,139870,0.5160815452558326,0.8530579470937235,1.1932908060846679,1.8193335415086764,3.1197305616273363,0.0,0.0,3.0,29.9,2.0,19.9,18.0,179.2,23.0,229.0,170.0,1692.6,12.0,119.5,0.0,0.0,159.0,116732
598,598,Lincoln,Nebraska,22245,40420,51126,63673,99507,169265,0.43510151390681845,0.7905957829675703,1.2454132926495325,1.946309118648046,3.3107420881743144,10.0,3.6,222.0,79.0,191.0,67.9,583.0,207.4,1261.0,448.5,7117.0,2531.5,352.0,125.2,,,274.8,147020
599,599,McCook,Nebraska,16583,31674,40264,50245,92000,133641,0.4118567454798331,0.7866580568249553,1.2478889330419234,2.2849195310947743,3.319118815815617,0.0,0.0,1.0,13.3,1.0,13.3,6.0,80.0,25.0,333.4,151.0,2013.9,3.0,40.0,0.0,0.0,137.8,117058
600,600,Minden,Nebraska,21243,37638,48370,57885,95250,134273,0.4391771759354972,0.7781269381848253,1.1967128385362829,1.96919578250982,2.775956171180484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.1,10.0,330.8,48.0,1587.8,4.0,132.3,1.0,33.1,103.9,113030
601,601,Norfolk,Nebraska,19733,35657,45401,55276,83606,133742,0.43463800356820337,0.7853791766701174,1.2175062223299047,1.841501288517874,2.945794145503403,1.0,4.1,14.0,57.5,9.0,36.9,12.0,49.3,60.0,246.3,381.0,1563.8,25.0,102.6,2.0,8.2,163.1,114009
602,602,Ogallala,Nebraska,15611,28403,35634,48081,76493,121490,0.43809283268788235,0.7970758264578773,1.3493012291631588,2.1466296233933884,3.4093842958971767,0.0,0.0,2.0,44.1,1.0,22.0,7.0,154.3,27.0,595.0,157.0,3459.7,6.0,132.2,0.0,0.0,263.3,105879
603,603,Omaha,Nebraska,21571,40507,50827,63605,102232,186739,0.424400417101147,0.7969583095598796,1.251401813996498,2.011371908631239,3.674011844098609,31.0,6.9,410.0,91.2,625.0,139.1,1843.0,410.1,2088.0,464.6,11849.0,2636.7,3500.0,778.8,,,410.8,165168
604,604,Papillion,Nebraska,37478,61587,77339,91529,132591,203417,0.4845938013162829,0.7963252692690622,1.1834779348065012,1.7144131680006207,2.6301995112427106,0.0,0.0,7.0,35.8,2.0,10.2,20.0,102.2,15.0,76.6,333.0,1701.1,21.0,107.3,0.0,0.0,134.1,165939
605,605,Plattsmouth,Nebraska,21955,41576,47178,56000,84734,129328,0.4653652125990928,0.8812582135741235,1.1869939378523888,1.796049005892577,2.7412777141888167,0.0,0.0,0.0,0.0,0.0,0.0,4.0,62.0,11.0,170.4,93.0,1441.0,5.0,77.5,1.0,15.5,88.2,107373
606,606,Ralston,Nebraska,28810,45100,53198,62841,90617,150821,0.5415617128463476,0.8477762321891801,1.181266213015527,1.7033911049287567,2.8350877852550846,0.0,0.0,6.0,100.0,5.0,83.3,9.0,149.9,49.0,816.3,134.0,2232.2,34.0,566.4,0.0,0.0,326.7,122011
607,607,Schuyler,Nebraska,22439,35283,45804,54739,81517,119175,0.4898917125141909,0.7703039035892062,1.1950702995371583,1.7796917299799144,2.601847000261986,0.0,0.0,2.0,37.0,0.0,0.0,3.0,55.6,13.0,240.7,83.0,1537.0,1.0,18.5,0.0,0.0,120.6,96736
608,608,Scottsbluff,Nebraska,17192,31077,37665,47973,80593,134885,0.45644497544139123,0.825089605734767,1.2736758263639985,2.139731846541882,3.5811761582370902,2.0,13.6,5.0,33.9,8.0,54.2,51.0,345.8,94.0,637.4,521.0,3532.9,26.0,176.3,5.0,33.9,339.7,117693
609,609,Seward,Nebraska,24000,46068,61338,72690,101757,167354,0.3912745769343637,0.7510515504255111,1.185072874889954,1.6589552968795853,2.7283902311780626,0.0,0.0,1.0,13.9,0.0,0.0,0.0,0.0,11.0,152.7,39.0,541.4,7.0,97.2,0.0,0.0,51.2,143354
610,610,Sidney,Nebraska,25756,45700,57609,70411,100857,172464,0.4470829210713604,0.7932788279609089,1.2222222222222223,1.750716033953028,2.993698901213352,0.0,0.0,0.0,0.0,1.0,14.3,16.0,229.1,20.0,286.4,112.0,1603.9,2.0,28.6,0.0,0.0,136.6,146708
611,611,Valentine,Nebraska,25221,32058,45750,53665,73278,107094,0.5512786885245902,0.7007213114754098,1.1730054644808743,1.601704918032787,2.3408524590163933,0.0,0.0,3.0,105.0,1.0,35.0,14.0,490.0,7.0,245.0,27.0,945.0,6.0,210.0,0.0,0.0,264.3,81873
612,612,Wahoo,Nebraska,21875,38468,52612,67197,104286,167589,0.41577967003725386,0.731163993005398,1.277218125142553,1.9821713677488026,3.185375959857067,0.0,0.0,1.0,22.2,2.0,44.4,0.0,0.0,17.0,377.1,32.0,709.8,5.0,110.9,1.0,22.2,94.7,145714
613,613,Wayne,Nebraska,16140,33641,42500,60309,100667,179044,0.37976470588235295,0.7915529411764706,1.419035294117647,2.368635294117647,4.2128,0.0,0.0,6.0,111.4,0.0,0.0,2.0,37.1,24.0,445.6,88.0,1633.9,2.0,37.1,0.0,0.0,196.1,162904
614,614,York,Nebraska,20846,37448,50539,64074,89429,139250,0.41247353528957836,0.7409723184075664,1.267812976117454,1.7695047389145018,2.755297888759176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,304.7,201.0,2552.1,9.0,114.3,,,132.6,118404
615,615,Carlin,Nevada,40016,61900,76250,88844,144607,224742,0.5248,0.8118032786885246,1.1651672131147541,1.8964852459016392,2.9474360655737706,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1000.4,5.0,217.5,11.0,478.5,5.0,217.5,0.0,0.0,251.8,184726
616,616,Elko,Nevada,35598,63163,76826,89372,124275,202031,0.463358758753547,0.8221565615807148,1.1633040897612787,1.6176164319371047,2.629721708796501,2.0,9.6,21.0,100.9,11.0,52.9,47.0,225.9,192.0,922.8,414.0,1989.7,59.0,283.6,0.0,0.0,327.9,166433
617,617,Fallon,Nevada,17740,31314,37848,46350,81583,130868,0.46871697315578104,0.8273620798985415,1.2246353836398225,2.1555432255337137,3.4577256393997042,1.0,11.8,2.0,23.7,1.0,11.8,19.0,224.9,9.0,106.5,271.0,3207.1,13.0,153.8,1.0,11.8,239.2,113128
618,618,Henderson,Nevada,30174,52253,64277,77715,118981,214591,0.4694369681223455,0.8129346422515052,1.2090638953280333,1.8510664779003376,3.3385347791589526,10.0,3.3,86.0,28.7,240.0,80.2,218.0,72.8,1089.0,363.9,3756.0,1255.0,641.0,214.2,21.0,7.0,161.1,184417
619,619,Lovelock,Nevada,12070,26583,33636,45875,73597,104233,0.3588417172077536,0.7903139493399929,1.3638660958496849,2.1880425734332265,3.0988524200261622,0.0,0.0,1.0,54.5,0.0,0.0,13.0,708.8,20.0,1090.5,29.0,1581.2,3.0,163.6,0.0,0.0,338.1,92163
620,620,Mesquite,Nevada,22701,36849,44498,53123,81695,129305,0.5101577598993213,0.8281046339161311,1.193828936131961,1.8359252101218033,2.905860937570228,0.0,0.0,13.0,70.4,2.0,10.8,16.0,86.6,37.0,200.3,239.0,1293.6,40.0,216.5,1.0,5.4,159.9,106604
621,621,Reno,Nevada,20178,37636,48815,61531,99387,179942,0.4133565502407047,0.770992522790126,1.26049370070675,2.0359930349277886,3.686203011369456,19.0,7.6,142.0,57.1,382.0,153.7,1131.0,455.1,1347.0,542.0,4890.0,1967.6,1432.0,576.2,18.0,7.2,360.9,159764
622,622,Sparks,Nevada,24799,43807,54196,66487,101657,163514,0.45757989519521736,0.8083068861170566,1.2267879548306149,1.8757288360764632,3.0170861318178464,2.0,2.0,54.0,54.1,105.0,105.3,313.0,313.8,591.0,592.6,1684.0,1688.5,417.0,418.1,11.0,11.0,284.2,138715
623,623,Winnemucca,Nevada,29893,59167,73106,86447,118000,179762,0.40889940634147676,0.8093316554044812,1.182488441441195,1.6140946023582197,2.458922660246765,1.0,12.6,10.0,126.0,3.0,37.8,27.0,340.1,53.0,667.7,95.0,1196.8,15.0,189.0,1.0,12.6,315.1,149869
624,624,Yerington,Nevada,15154,27241,39489,46390,64667,91666,0.38375243738762693,0.6898376763149231,1.1747575274126971,1.637595279698144,2.3213046671224897,0.0,0.0,2.0,63.6,0.0,0.0,2.0,63.6,4.0,127.1,9.0,286.0,3.0,95.3,0.0,0.0,91.5,76512
625,625,Akron,Ohio,13973,27292,35240,44699,71019,127613,0.39650964812712824,0.774460839954597,1.268416572077185,2.015295119182747,3.621254256526674,42.0,21.3,209.0,105.9,395.0,200.1,731.0,370.3,2301.0,1165.6,5304.0,2686.8,755.0,382.4,103.0,52.2,481.0,113640
626,626,Beavercreek,Ohio,41677,67612,82956,99491,143835,227301,0.5023988620473504,0.8150344761078162,1.1993225324268286,1.7338709677419355,2.740018805149718,0.0,0.0,13.0,27.9,9.0,19.3,16.0,34.4,49.0,105.2,1013.0,2175.1,49.0,105.2,2.0,4.3,137.8,185624
627,627,Brunswick,Ohio,32336,53308,64706,74659,107798,174443,0.4997372732049578,0.8238494111828888,1.153818811238525,1.6659660618798875,2.6959323710320526,1.0,2.9,2.0,5.7,4.0,11.5,14.0,40.2,22.0,63.1,161.0,462.1,11.0,31.6,0.0,0.0,47.2,142107
628,628,Canton,Ohio,12373,23705,30444,38088,60914,104238,0.406418341873604,0.7786427539088162,1.2510839574300354,2.0008540270660884,3.423925896728419,16.0,22.5,97.0,136.6,188.0,264.7,535.0,753.2,1008.0,1419.1,2512.0,3536.5,246.0,346.3,12.0,16.9,652.8,91865
629,629,Cincinnati,Ohio,11563,25567,34629,45847,80947,165954,0.3339108839412053,0.7383118195731901,1.323948135955413,2.337549452770799,4.792341678939617,70.0,23.4,292.0,97.6,1196.0,399.8,1275.0,426.3,3448.0,1152.7,10172.0,3400.7,1485.0,496.5,,,586.5,154391
630,630,Cleveland,Ohio,9772,20027,26583,34925,60143,112783,0.367603355527969,0.7533762178836099,1.3138095775495617,2.262460971297446,4.242673889327766,107.0,27.8,497.0,129.0,2697.0,699.9,2698.0,700.1,5853.0,1518.9,9696.0,2516.1,3395.0,881.0,253.0,65.7,786.2,103011
631,631,Columbus,Ohio,19550,37332,47156,58795,91198,153694,0.41458138943082534,0.791670201034863,1.246819068623293,1.9339638646195607,3.259267113410807,142.0,16.3,919.0,105.4,1963.0,225.1,1454.0,166.7,7111.0,815.3,23121.0,2650.9,4176.0,478.8,379.0,43.5,419.1,134144
632,632,Dayton,Ohio,10844,22024,28745,37078,62751,115077,0.3772482170812315,0.7661854235519221,1.2898938945903635,2.1830231344581668,4.003374499913028,30.0,21.4,122.0,87.0,393.0,280.4,687.0,490.1,1779.0,1269.2,3688.0,2631.1,616.0,439.5,26.0,18.5,523.8,104233
633,633,Delaware,Ohio,27435,46409,58472,73224,109447,176136,0.46919893282254754,0.7936961280612943,1.252291695170338,1.8717847858804213,3.0123135859898755,0.0,0.0,35.0,89.0,8.0,20.3,21.0,53.4,119.0,302.7,556.0,1414.2,22.0,56.0,11.0,28.0,170.2,148701
634,634,Dublin,Ohio,65304,103480,125540,149142,218196,250001,0.5201848016568424,0.8242791142265413,1.1880038234825554,1.7380595826031544,1.9914051298390951,1.0,2.2,12.0,25.9,9.0,19.4,9.0,19.4,60.0,129.6,458.0,989.5,20.0,43.2,1.0,2.2,86.9,184697
635,635,Elyria,Ohio,16800,32673,40967,50416,76631,124708,0.4100861669148339,0.7975443649766886,1.2306490589987062,1.8705543486220617,3.0441086728342324,3.0,5.6,39.0,72.8,64.0,119.4,85.0,158.6,248.0,462.8,842.0,1571.3,56.0,104.5,12.0,22.4,240.6,107908
636,636,Euclid,Ohio,14266,26961,35949,45480,72761,121618,0.39683996773206487,0.7499791371109071,1.2651255945923392,2.0240062310495426,3.383070460930763,4.0,8.5,26.0,55.0,118.0,249.6,155.0,327.9,226.0,478.1,910.0,1925.1,131.0,277.1,6.0,12.7,334.0,107352
637,637,Fairborn,Ohio,16221,33027,41529,53064,85747,143766,0.39059452430831465,0.7952755905511811,1.2777577114787257,2.064749933781213,3.4618218594235355,0.0,0.0,30.0,88.4,13.0,38.3,39.0,114.9,165.0,486.2,505.0,1488.1,53.0,156.2,4.0,11.8,211.3,127545
638,638,Fairfield,Ohio,29713,49558,60336,69944,102225,163588,0.49245889684433836,0.8213670114028109,1.1592415804826306,1.6942621320604614,2.7112834791832405,1.0,2.3,11.0,25.8,12.0,28.2,66.0,154.8,99.0,232.2,782.0,1834.5,51.0,119.6,2.0,4.7,164.0,133875
639,639,Findlay,Ohio,20597,35983,45364,56288,86782,154375,0.4540384445816066,0.793206066484437,1.2408076889163213,1.913014725332863,3.403028833436205,3.0,7.2,25.0,60.3,24.0,57.9,76.0,183.2,216.0,520.8,1050.0,2531.7,38.0,91.6,3.0,7.2,261.8,133778
640,640,Gahanna,Ohio,37287,60921,73535,90896,138594,227888,0.5070646630856055,0.8284626368396002,1.2360916570340654,1.8847351601278304,3.0990412728632624,1.0,2.8,13.0,36.9,5.0,14.2,6.0,17.0,87.0,246.9,677.0,1920.9,27.0,76.6,6.0,17.0,143.1,190601
